time;WOB;DRG;BRS;DSSA;RPM;TOB;GPM;WOH;HHT;BIT_DEPTH;DEPTH;SLP;ECD;SPP;STS;ROP;AZT;DSSB;APR;PDF;SPD;BEM;AVL;HBD;TMP;depth_touch;bit_to_depth;label
1602777563;0;;;;0;0;49,38;99,25;1,8;1790,2;3541,63;;;3,42;;0;;;;;;;;1790,2;;0;1751,43;*
1602777591;0;;;;0;0;54,3;99,83;1,8;1790,23;3541,63;;;4,69;;0;;;;;;;;1790,23;;0;1751,4;*
1602777611;0;;;;0;0;54,3;100,37;1,8;1790,24;3541,63;;;3,79;;0;;;;;;;;1790,24;;0;1751,39;*
1602777631;0;;;;0,01;0;56,75;100,33;1,8;1790,23;3541,63;;;5,51;;0;;;;;;;;1790,23;;0;1751,4;*
1602777651;0;;;;0,01;0;59,31;100,02;1,8;1790,25;3541,63;;;0;;0;;;;;;;;1790,25;;0;1751,38;*
1602777671;0;;;;0,01;0;59,31;99,34;1,8;1790,35;3541,63;;;7,46;;0;;;;;;;;1790,35;;0;1751,28;*
1602777691;0;;;;0;0;59,32;100,17;1,8;1790,3;3541,63;;;6,68;;0;;;;;;;;1790,3;;0;1751,33;*
1602777711;0;;;;0;0;59,31;99,83;1,8;1790,29;3541,63;;;4,14;;0;;;;;;;;1790,29;;0;1751,34;*
1602777731;0;;;;0;0;59,32;99,76;1,8;1790,23;3541,63;;;4,81;;0;;;;;;;;1790,23;;0;1751,4;*
1602777751;0;;;;0;0;74,17;98,97;1,8;1790,22;3541,63;;;2,16;;0;;;;;;;;1790,22;;0;1751,41;*
1602777780;0;;;;0;0;74,18;100,7;1,8;1790,35;3541,63;;;5,94;;0;;;;;;;;1790,35;;0;1751,28;*
1602777800;0;;;;0;0;74,16;99,5;1,8;1790,22;3541,63;;;3,56;;0;;;;;;;;1790,22;;0;1751,41;*
1602777820;0;;;;0;0;74,17;99,84;1,8;1790,23;3541,63;;;3,97;;0;;;;;;;;1790,23;;0;1751,4;*
1602777840;0;;;;0;0;74,17;99,11;1,8;1790,27;3541,63;;;3,21;;0;;;;;;;;1790,27;;0;1751,36;*
1602777860;0;;;;0,01;0;74,17;99,9;1,8;1790,32;3541,63;;;4,11;;0;;;;;;;;1790,32;;0;1751,31;*
1602777880;0;;;;0;0;74,17;99,82;1,8;1790,3;3541,63;;;4,44;;0;;;;;;;;1790,3;;0;1751,33;*
1602777900;0;;;;0;0;74,16;101,2;1,8;1790,26;3541,63;;;3,31;;0;;;;;;;;1790,26;;0;1751,37;*
1602777920;0;;;;0;0;74,16;100,46;1,8;1790,24;3541,63;;;1,73;;0;;;;;;;;1790,24;;0;1751,39;*
1602777940;0;;;;0;0;68,14;100,81;1,8;1790,24;3541,63;;;1,02;;0;;;;;;;;1790,24;;0;1751,39;*
1602777960;0;;;;0;0;0;100,03;1,8;1790,24;3541,63;;;5,31;;0;;;;;;;;1790,24;;0;1751,39;*
1602777980;0;;;;0;0;8,24;99,98;1,8;1790,29;3541,63;;;4,69;;0;;;;;;;;1790,29;;0;1751,34;*
1602778000;0;;;;0,02;0;0;98,46;2,01;1790,29;3541,63;;;9,94;;0;;;;;;;;1790,29;;0;1751,34;*
1602778020;0;;;;0;0;21,27;92,55;2,81;1790,3;3541,63;;;10,42;;0;;;;;;;;1790,3;;0;1751,33;*
1602778040;0;;;;0;0;0;290,74;4;1789,61;3541,63;;;10,73;;0;;;;;;;;1789,61;;0;1752,02;*
1602778060;0;;;;0;0;24,47;288,57;2,39;1791,23;3541,63;;;16,03;;0;;;;;;;;1791,23;;0;1750,4;*
1602778080;0;;;;0;0;24,43;287,18;2,39;1791,25;3541,63;;;30,51;;0;;;;;;;;1791,25;;0;1750,38;*
1602778100;0;;;;0;0;0;289,71;2,39;1791,18;3541,63;;;42,16;;0;;;;;;;;1791,18;;0;1750,45;*
1602778120;0;;;;0;0;24,33;288,48;2,39;1791,17;3541,63;;;90,39;;0;;;;;;;;1791,17;;0;1750,46;*
1602778140;0;;;;0;0;0;288,19;2,39;1791,2;3541,63;;;83,24;;0;;;;;;;;1791,2;;0;1750,43;*
1602778160;0;;;;0;0;0;287,54;2,39;1791,3;3541,63;;;83,84;;0;;;;;;;;1791,3;;0;1750,33;*
1602778180;0;;;;0;0;0;109,19;1,99;1791,59;3541,63;;;85,14;;0;;;;;;;;1791,59;;0;1750,04;*
1602778200;0;;;;0;0;0;86,38;11,02;1791,55;3541,63;;;78,61;;0;;;;;;;;1791,55;;0;1750,08;*
1602778220;0;;;;0;0;0;86,01;29,59;1791,56;3541,63;;;80,19;;0;;;;;;;;1791,56;;0;1750,07;*
1602778240;0;;;;0;0;0;93,99;38,94;1791,52;3541,63;;;86,12;;0;;;;;;;;1791,52;;0;1750,11;*
1602778260;0;;;;0;0;0;95,18;38,95;1791,58;3541,63;;;81,88;;0;;;;;;;;1791,58;;0;1750,05;*
1602778280;0;;;;0;0;0;291,98;39,17;1791,4;3541,63;;;81,42;;0;;;;;;;;1791,4;;0;1750,23;*
1602778300;0;;;;0;0;0;289,21;38,77;1791,79;3541,63;;;84,08;;0;;;;;;;;1791,79;;0;1749,84;*
1602778320;0;;;;0;0;0;290,92;37,79;1792,76;3541,63;;;74,68;;0;;;;;;;;1792,76;;0;1748,87;*
1602778340;0;;;;0;0;0;290,11;37,79;1792,76;3541,63;;;77,28;;0;;;;;;;;1792,76;;0;1748,87;*
1602778360;0;;;;0;0;0;291,82;37,79;1792,83;3541,63;;;79,39;;0;;;;;;;;1792,83;;0;1748,8;*
1602778380;0;;;;0;0;0;291;37,79;1792,79;3541,63;;;79,82;;0;;;;;;;;1792,79;;0;1748,84;*
1602778400;0;;;;0;0;0;291,03;37,79;1792,79;3541,63;;;77,14;;0;;;;;;;;1792,79;;0;1748,84;*
1602778420;0;;;;0;0;0;289,98;37,79;1792,79;3541,63;;;77,88;;0;;;;;;;;1792,79;;0;1748,84;*
1602778440;0;;;;0;0;0;292,52;35,53;1795,08;3541,63;;;78,08;;0;;;;;;;;1795,08;;0;1746,55;*
1602778460;0;;;;0;0;0;296,25;32,31;1798,25;3541,63;;;73,06;;0;;;;;;;;1798,25;;0;1743,38;*
1602778480;0;;;;0;0;0;292,91;28,76;1801,78;3541,63;;;72,49;;0;;;;;;;;1801,78;;0;1739,85;*
1602778500;0;;;;0;0;0;294,84;25,11;1805,5;3541,63;;;76,84;;0;;;;;;;;1805,5;;0;1736,13;*
1602778520;0;;;;0;0;0;299,55;21,55;1809,09;3541,63;;;76,3;;0;;;;;;;;1809,09;;0;1732,54;*
1602778540;0;;;;0;0;0;297,93;17,93;1812,7;3541,63;;;74,15;;0;;;;;;;;1812,7;;0;1728,93;*
1602778560;0;;;;0;0;0;295,73;14,3;1816,31;3541,63;;;74,08;;0;;;;;;;;1816,31;;0;1725,32;*
1602778580;0;;;;0;0;0;295,23;10,68;1819,93;3541,63;;;76,44;;0;;;;;;;;1819,93;;0;1721,7;*
1602778600;0;;;;0;0;0;295,76;6,99;1823,62;3541,63;;;75,2;;0;;;;;;;;1823,62;;0;1718,01;*
1602778620;0;;;;0;0;0;298,79;5,71;1824,93;3541,63;;;74,35;;0;;;;;;;;1824,93;;0;1716,7;*
1602778640;0;;;;0;0;0;298,29;3,25;1827,36;3541,63;;;77,5;;0;;;;;;;;1827,36;;0;1714,27;*
1602778660;0;;;;0;0;0;294,41;2,4;1828,24;3541,63;;;79,29;;0;;;;;;;;1828,24;;0;1713,39;*
1602778680;0;;;;0;0;0;72,92;4,19;1828,67;3541,63;;;75,6;;0;;;;;;;;1828,67;;0;1712,96;*
1602778700;0;;;;0;0;0;80,28;22,78;1828,62;3541,63;;;73,25;;0;;;;;;;;1828,62;;0;1713,01;*
1602778720;0;;;;0;0;0;96,63;37,7;1828,69;3541,63;;;78,12;;0;;;;;;;;1828,69;;0;1712,94;*
1602778740;0;;;;0;0;0;91,18;38,5;1828,68;3541,63;;;78,14;;0;;;;;;;;1828,68;;0;1712,95;*
1602778760;0;;;;0;0;0;258,76;39,08;1828,42;3541,63;;;77,64;;0;;;;;;;;1828,42;;0;1713,21;*
1602778780;0;;;;0,01;0;0;285,65;39,31;1828,12;3541,63;;;81,3;;0;;;;;;;;1828,12;;0;1713,51;*
1602778800;0;;;;0;0;0;284,73;39,31;1828,13;3541,63;;;97,31;;0;;;;;;;;1828,13;;0;1713,5;*
1602778820;0;;;;0;0;0;284,62;39,31;1828,17;3541,63;;;137,02;;0;;;;;;;;1828,17;;0;1713,46;*
1602778840;0;;;;0;0;0;286,83;39,31;1828,13;3541,63;;;161,39;;0;;;;;;;;1828,13;;0;1713,5;*
1602778860;0;;;;0;0;0;286,76;39,31;1828,12;3541,63;;;156,67;;0;;;;;;;;1828,12;;0;1713,51;*
1602778880;0;;;;0;0;0;284,73;39,31;1828,17;3541,63;;;158,59;;0;;;;;;;;1828,17;;0;1713,46;*
1602778900;0;;;;0;0;0;299,4;38,11;1829,38;3541,63;;;158,01;;0;;;;;;;;1829,38;;0;1712,25;*
1602778920;0;;;;0;0;0;301,35;32,43;1834,99;3541,63;;;154,76;;0;;;;;;;;1834,99;;0;1706,64;*
1602778940;0;;;;0;0;0;301,32;26,72;1840,73;3541,63;;;144,75;;0;;;;;;;;1840,73;;0;1700,9;*
1602778960;0;;;;0;0;0;300,63;21,01;1846,47;3541,63;;;145,6;;0;;;;;;;;1846,47;;0;1695,16;*
1602778980;0;;;;0;0;0;298,45;15,29;1852,19;3541,63;;;145,64;;0;;;;;;;;1852,19;;0;1689,44;*
1602779000;0;;;;0;0;0;298,95;9,21;1858,21;3541,63;;;142,76;;0;;;;;;;;1858,21;;0;1683,42;*
1602779020;0;;;;0;0;0;297,69;2,83;1864,54;3541,63;;;144,67;;0;;;;;;;;1864,54;;0;1677,09;*
1602779040;0;;;;0;0;0;82,32;6,23;1865,36;3541,63;;;137,66;;0;;;;;;;;1865,36;;0;1676,27;*
1602779060;0;;;;0;0;0;86,79;24,79;1865,37;3541,63;;;138,49;;0;;;;;;;;1865,37;;0;1676,26;*
1602779080;0;;;;0;0;0;92,16;39,05;1865,45;3541,63;;;140,9;;0;;;;;;;;1865,45;;0;1676,18;*
1602779100;0;;;;0;0;0;94,49;38,84;1865,44;3541,63;;;139,32;;0;;;;;;;;1865,44;;0;1676,19;*
1602779120;0;;;;0;0;0;283,08;39,5;1864,96;3541,63;;;144,56;;0;;;;;;;;1864,96;;0;1676,67;*
1602779140;0;;;;0;0;0;284,62;39,5;1864,99;3541,63;;;141,49;;0;;;;;;;;1864,99;;0;1676,64;*
1602779160;0;;;;0;0;0;286,67;39,5;1864,99;3541,63;;;142,55;;0;;;;;;;;1864,99;;0;1676,64;*
1602779180;0;;;;0;0;0;298,59;37,12;1867,31;3541,63;;;140,76;;0;;;;;;;;1867,31;;0;1674,32;*
1602779200;0;;;;0;0;0;298,38;32,21;1872,18;3541,63;;;127,91;;0;;;;;;;;1872,18;;0;1669,45;*
1602779220;0;;;;0,01;0;0;297,87;27,26;1877,14;3541,63;;;36,52;;0;;;;;;;;1877,14;;0;1664,49;*
1602779240;0;;;;0;0;0;299,55;22,28;1882,11;3541,63;;;0;;0;;;;;;;;1882,11;;0;1659,52;*
1602779260;0;;;;0;0;0;302,04;17,24;1887,16;3541,63;;;0;;0;;;;;;;;1887,16;;0;1654,47;*
1602779280;0;;;;0;0;0;300,78;12,19;1892,15;3541,63;;;0;;0;;;;;;;;1892,15;;0;1649,48;*
1602779300;0;;;;0;0;0;299,29;7,1;1897,33;3541,63;;;0;;0;;;;;;;;1897,33;;0;1644,3;*
1602779320;0;;;;0;0;0;298,69;2,49;1901,98;3541,63;;;0;;0;;;;;;;;1901,98;;0;1639,65;*
1602779340;0;;;;0;0;0;76,52;3,15;1902,38;3541,63;;;0;;0;;;;;;;;1902,38;;0;1639,25;*
1602779360;0;;;;0;0;0;85,86;21,62;1902,39;3541,63;;;0;;0;;;;;;;;1902,39;;0;1639,24;*
1602779380;0;;;;0;0;0;102,6;39,02;1902,32;3541,63;;;0;;0;;;;;;;;1902,32;;0;1639,31;*
1602779400;0;;;;0;0;0;100,06;38,9;1902,36;3541,63;;;0;;0;;;;;;;;1902,36;;0;1639,27;*
1602779420;0;;;;0;0;0;93,84;38,8;1902,31;3541,63;;;0;;0;;;;;;;;1902,31;;0;1639,32;*
1602779440;0;;;;0;0;0;295,76;38,4;1902,93;3541,63;;;0;;0;;;;;;;;1902,93;;0;1638,7;*
1602779460;0;;;;0;0;0;299,33;32,79;1908,51;3541,63;;;0;;0;;;;;;;;1908,51;;0;1633,12;*
1602779480;0;;;;0;0;0;303,4;26,68;1914,64;3541,63;;;0;;0;;;;;;;;1914,64;;0;1626,99;*
1602779500;0;;;;0,01;0;0;300,42;20,53;1920,79;3541,63;;;0;;0;;;;;;;;1920,79;;0;1620,84;*
1602779520;0;;;;0;0;0;300,12;14,66;1926,69;3541,63;;;0;;0;;;;;;;;1926,69;;0;1614,94;*
1602779540;0;;;;0;0;0;301,77;8,21;1933,14;3541,63;;;0;;0;;;;;;;;1933,14;;0;1608,49;*
1602779560;0;;;;0;0;0;297,87;5,6;1935,74;3541,63;;;0;;0;;;;;;;;1935,74;;0;1605,89;*
1602779580;0;;;;0;0;0;299,59;5,6;1935,66;3541,63;;;0;;0;;;;;;;;1935,66;;0;1605,97;*
1602779600;0;;;;0;0;0;298,58;5,6;1935,66;3541,63;;;0;;0;;;;;;;;1935,66;;0;1605,97;*
1602779620;0;;;;0;0;0;298,49;5,6;1935,61;3541,63;;;0;;0;;;;;;;;1935,61;;0;1606,02;*
1602779640;0;;;;0;0;0;295,93;5,6;1935,64;3541,63;;;0;;0;;;;;;;;1935,64;;0;1605,99;*
1602779660;0;;;;0;0;0;296,89;5,6;1935,63;3541,63;;;0;;0;;;;;;;;1935,63;;0;1606;*
1602779680;0;;;;0;0;0;295,88;5,6;1935,71;3541,63;;;0;;0;;;;;;;;1935,71;;0;1605,92;*
1602779700;0;;;;0;0;0;297,18;5,6;1935,71;3541,63;;;0;;0;;;;;;;;1935,71;;0;1605,92;*
1602779720;0;;;;0;0;0;296,28;5,6;1935,73;3541,63;;;0;;0;;;;;;;;1935,73;;0;1605,9;*
1602779740;0;;;;0;0;0;297,98;5,6;1935,68;3541,63;;;0;;0;;;;;;;;1935,68;;0;1605,95;*
1602779760;0;;;;0;0;0;298,1;5,6;1935,64;3541,63;;;0;;0;;;;;;;;1935,64;;0;1605,99;*
1602779780;0;;;;0;0;0;297,5;5,6;1935,65;3541,63;;;0;;0;;;;;;;;1935,65;;0;1605,98;*
1602779800;0;;;;0;0;0;294,05;5,6;1935,72;3541,63;;;0;;0;;;;;;;;1935,72;;0;1605,91;*
1602779820;0;;;;0;0;0;294,91;5,6;1935,75;3541,63;;;0;;0;;;;;;;;1935,75;;0;1605,88;*
1602779840;0;;;;0;0;0;294,32;5,6;1935,76;3541,63;;;0;;0;;;;;;;;1935,76;;0;1605,87;*
1602779860;0;;;;0;0;0;296,89;5,6;1935,69;3541,63;;;0;;0;;;;;;;;1935,69;;0;1605,94;*
1602779880;0;;;;0;0;0;295,52;5,6;1935,71;3541,63;;;0;;0;;;;;;;;1935,71;;0;1605,92;*
1602779900;0;;;;0;0;0;295,39;5,6;1935,71;3541,63;;;0;;0;;;;;;;;1935,71;;0;1605,92;*
1602779920;0;;;;0;0;0;288,02;8,99;1932,31;3541,63;;;0;;0;;;;;;;;1932,31;;0;1609,32;*
1602779940;0;;;;0;0;0;287,92;14,69;1926,58;3541,63;;;0;;0;;;;;;;;1926,58;;0;1615,05;*
1602779960;0;;;;0;0;0;289,17;21,07;1920,19;3541,63;;;0;;0;;;;;;;;1920,19;;0;1621,44;*
1602779980;0;;;;0;0;0;286,18;27,26;1914,06;3541,63;;;0;;0;;;;;;;;1914,06;;0;1627,57;*
1602780000;0;;;;0;0;0;279,79;32,97;1908,23;3541,63;;;0;;0;;;;;;;;1908,23;;0;1633,4;*
1602780020;0;;;;0;0;0;301,26;32,01;1909,2;3541,63;;;0;;0;;;;;;;;1909,2;;0;1632,43;*
1602780040;0;;;;0;0;0;302,17;24,06;1917,23;3541,63;;;0;;0;;;;;;;;1917,23;;0;1624,4;*
1602780060;0;;;;0;0;0;301,15;16,15;1925,15;3541,63;;;0;;0;;;;;;;;1925,15;;0;1616,48;*
1602780080;0;;;;0;0;0;305,08;9,28;1932,02;3541,63;;;0;;0;;;;;;;;1932,02;;0;1609,61;*
1602780100;0;;;;0;0;0;306,8;6,08;1935,19;3541,63;;;0;;0;;;;;;;;1935,19;;0;1606,44;*
1602780120;0;;;;0;0;0;299,52;2,59;1938,69;3541,63;;;0;;0;;;;;;;;1938,69;;0;1602,94;*
1602780140;0;;;;0;0;0;225,78;2,17;1939,12;3541,63;;;0;;0;;;;;;;;1939,12;;0;1602,51;*
1602780160;0;;;;0;0;0;106,8;2,1;1939,11;3541,63;;;0;;0;;;;;;;;1939,11;;0;1602,52;*
1602780180;0;;;;0;0;0;104,2;2,04;1939,15;3541,63;;;0;;0;;;;;;;;1939,15;;0;1602,48;*
1602780200;0;;;;0;0;0;86,2;17,54;1939,17;3541,63;;;0;;0;;;;;;;;1939,17;;0;1602,46;*
1602780220;0;;;;0;0;0;78,49;36,08;1939,11;3541,63;;;0;;0;;;;;;;;1939,11;;0;1602,52;*
1602780240;0;;;;0;0;0;98,08;38,25;1939,14;3541,63;;;0;;0;;;;;;;;1939,14;;0;1602,49;*
1602780260;0;;;;0;0;0;94,14;38,59;1939,15;3541,63;;;0;;0;;;;;;;;1939,15;;0;1602,48;*
1602780280;0;;;;0;0;0;293,47;39,2;1938,74;3541,63;;;0;;0;;;;;;;;1938,74;;0;1602,89;*
1602780300;0;;;;0;0;0;299,96;38,45;1939,51;3541,63;;;0;;0;;;;;;;;1939,51;;0;1602,12;*
1602780320;0;;;;0;0;0;304,08;27,54;1950,38;3541,63;;;0;;0;;;;;;;;1950,38;;0;1591,25;*
1602780340;0;;;;0,01;0;0;299,94;22,56;1955,41;3541,63;;;23,4;;0;;;;;;;;1955,41;;0;1586,22;*
1602780360;0;;;;0;0;0;304,45;17;1960,95;3541,63;;;30,75;;0;;;;;;;;1960,95;;0;1580,68;*
1602780380;0;;;;0;0;0;304,35;10,54;1967,4;3541,63;;;30,29;;0;;;;;;;;1967,4;;0;1574,23;*
1602780400;0;;;;0;0;0;304,17;4,21;1973,7;3541,63;;;28,8;;0;;;;;;;;1973,7;;0;1567,93;*
1602780420;0;;;;0;0;0;79,65;3,03;1975,75;3541,63;;;31,49;;0;;;;;;;;1975,75;;0;1565,88;*
1602780440;0;;;;0;0;0;79,86;21,45;1975,8;3541,63;;;29,48;;0;;;;;;;;1975,8;;0;1565,83;*
1602780460;0;;;;0;0;0;99,13;38,43;1975,79;3541,63;;;29,28;;0;;;;;;;;1975,79;;0;1565,84;*
1602780480;0;;;;0;0;0;92,77;38,83;1975,77;3541,63;;;30,91;;0;;;;;;;;1975,77;;0;1565,86;*
1602780500;0;;;;0;0;0;302,95;38,85;1976,04;3541,63;;;30,62;;0;;;;;;;;1976,04;;0;1565,59;*
1602780520;0;;;;0;0;0;305,82;33,16;1981,62;3541,63;;;28,5;;0;;;;;;;;1981,62;;0;1560,01;*
1602780540;0;;;;0;0;0;300,79;27,11;1987,68;3541,63;;;26,94;;0;;;;;;;;1987,68;;0;1553,95;*
1602780560;0;;;;0;0;0;303,46;21,04;1993,78;3541,63;;;26,21;;0;;;;;;;;1993,78;;0;1547,85;*
1602780580;0;;;;0;0;0;306,49;14,9;1999,95;3541,63;;;30,65;;0;;;;;;;;1999,95;;0;1541,68;*
1602780600;0;;;;0;0;0;306,6;8,71;2006,13;3541,63;;;31,43;;0;;;;;;;;2006,13;;0;1535,5;*
1602780620;0;;;;0;0;0;300,71;2,81;2012,03;3541,63;;;28,51;;0;;;;;;;;2012,03;;0;1529,6;*
1602780640;0;;;;0;0;0;86,51;7,45;2012,71;3541,63;;;29,81;;0;;;;;;;;2012,71;;0;1528,92;*
1602780660;0;;;;0;0;0;86,78;25,09;2012,72;3541,63;;;24,11;;0;;;;;;;;2012,72;;0;1528,91;*
1602780680;0;;;;0;0;0;93,86;38,63;2012,74;3541,63;;;28,59;;0;;;;;;;;2012,74;;0;1528,89;*
1602780700;0;;;;0;0;0;93,36;38,63;2012,72;3541,63;;;28,79;;0;;;;;;;;2012,72;;0;1528,91;*
1602780720;0;;;;0;0;0;290,23;39,76;2011,98;3541,63;;;32;;0;;;;;;;;2011,98;;0;1529,65;*
1602780740;0;;;;0;0;0;303,02;35,51;2016,27;3541,63;;;29,24;;0;;;;;;;;2016,27;;0;1525,36;*
1602780760;0;;;;0;0;0;300,93;29,26;2022,5;3541,63;;;29,55;;0;;;;;;;;2022,5;;0;1519,13;*
1602780780;0;;;;0;0;0;308,82;22,7;2029,05;3541,63;;;27,4;;0;;;;;;;;2029,05;;0;1512,58;*
1602780800;0;;;;0;0;0;307,15;16,26;2035,46;3541,63;;;25,02;;0;;;;;;;;2035,46;;0;1506,17;*
1602780820;0;;;;0;0;0;306,77;9,84;2041,88;3541,63;;;28,99;;0;;;;;;;;2041,88;;0;1499,75;*
1602780840;0;;;;0,02;0;0;306,22;3,39;2048,35;3541,63;;;26,91;;0;;;;;;;;2048,35;;0;1493,28;*
1602780860;0;;;;0;0;0;106,03;1,95;2049,71;3541,63;;;29,11;;0;;;;;;;;2049,71;;0;1491,92;*
1602780880;0;;;;0;0;0;86,68;18,32;2049,73;3541,63;;;33,24;;0;;;;;;;;2049,73;;0;1491,9;*
1602780900;0;;;;0;0;0;92,53;36,88;2049,72;3541,63;;;32,51;;0;;;;;;;;2049,72;;0;1491,91;*
1602780920;0;;;;0;0;0;94,19;38,65;2049,69;3541,63;;;30,16;;0;;;;;;;;2049,69;;0;1491,94;*
1602780940;0;;;;0;0;0;93,36;38,65;2049,65;3541,63;;;32,86;;0;;;;;;;;2049,65;;0;1491,98;*
1602780960;0;;;;0;0;0;287,46;39,33;2049,12;3541,63;;;31,78;;0;;;;;;;;2049,12;;0;1492,51;*
1602780980;0;;;;0;0;0;302,33;35,63;2052,89;3541,63;;;29,71;;0;;;;;;;;2052,89;;0;1488,74;*
1602781000;0;;;;0;0;0;305,55;29,59;2058,94;3541,63;;;59,66;;0;;;;;;;;2058,94;;0;1482,69;*
1602781020;0;;;;0,05;0;0;309,07;23,47;2065,1;3541,63;;;141,63;;0;;;;;;;;2065,1;;0;1476,53;*
1602781040;0;;;;0,06;0;9,22;306,52;17,36;2071,22;3541,63;;;374,95;;0;;;;;;;;2071,22;;0;1470,41;*
1602781060;0;;;;0,05;0;0;306,64;11,23;2077,3;3541,63;;;929,43;;0;;;;;;;;2077,3;;0;1464,33;*
1602781080;0;;;;0;0;0;307,37;5,08;2083,44;3541,63;;;1149,51;;0;;;;;;;;2083,44;;0;1458,19;*
1602781100;0;;;;0;0;0;237,21;2,1;2086,42;3541,63;;;1132,22;;0;;;;;;;;2086,42;;0;1455,21;*
1602781120;0;;;;0;0;0;86,31;13,63;2086,4;3541,63;;;1128,34;;0;;;;;;;;2086,4;;0;1455,23;*
1602781140;0;;;;0;0;0;86,47;32,19;2086,45;3541,63;;;1127,77;;0;;;;;;;;2086,45;;0;1455,18;*
1602781160;0;;;;0;0;0;94;38,71;2086,48;3541,63;;;1119,43;;0;;;;;;;;2086,48;;0;1455,15;*
1602781180;0;;;;0;0;0;89,3;38,86;2086,43;3541,63;;;1117,93;;0;;;;;;;;2086,43;;0;1455,2;*
1602781200;0;;;;0;0;0;311,63;36,83;2088,55;3541,63;;;1122,76;;0;;;;;;;;2088,55;;0;1453,08;*
1602781220;0;;;;0;0;0;306,35;30,96;2094,46;3541,63;;;1115,66;;0;;;;;;;;2094,46;;0;1447,17;*
1602781240;0;;;;0;0;0;308,56;24,93;2100,51;3541,63;;;1119,9;;0;;;;;;;;2100,51;;0;1441,12;*
1602781260;0;;;;0;0;0;309,36;18,86;2106,63;3541,63;;;1111,9;;0;;;;;;;;2106,63;;0;1435;*
1602781280;0;;;;0;0;0;308,36;12,87;2112,62;3541,63;;;1115,82;;0;;;;;;;;2112,62;;0;1429,01;*
1602781300;0;;;;0;0;0;307,61;6,48;2119,04;3541,63;;;1110,1;;0;;;;;;;;2119,04;;0;1422,59;*
1602781320;0;;;;0;0;0;307,46;2,33;2123,2;3541,63;;;1108,46;;0;;;;;;;;2123,2;;0;1418,43;*
1602781340;0;;;;0;0;0;87,3;12,29;2123,39;3541,63;;;1109,69;;0;;;;;;;;2123,39;;0;1418,24;*
1602781360;0;;;;0;0;0;86,59;30,85;2123,43;3541,63;;;1112,24;;0;;;;;;;;2123,43;;0;1418,2;*
1602781380;0;;;;0;0;0;92,63;38,67;2123,39;3541,63;;;1012,76;;0;;;;;;;;2123,39;;0;1418,24;*
1602781400;0;;;;0;0;0;118,15;38,97;2123,38;3541,63;;;287,26;;0;;;;;;;;2123,38;;0;1418,25;*
1602781420;0;;;;0;0;0;305,94;37,32;2125,06;3541,63;;;298,5;;0;;;;;;;;2125,06;;0;1416,57;*
1602781440;0;;;;0;0;0;308,99;32,93;2129,44;3541,63;;;298,69;;0;;;;;;;;2129,44;;0;1412,19;*
1602781460;0;;;;0;0;0;305,3;29,28;2133,08;3541,63;;;0;;0;;;;;;;;2133,08;;0;1408,55;*
1602781480;0;;;;0;0;0;305,8;25,65;2136,75;3541,63;;;0;;0;;;;;;;;2136,75;;0;1404,88;*
1602781500;0;;;;0;0;0;309,24;22,01;2140,39;3541,63;;;0;;0;;;;;;;;2140,39;;0;1401,24;*
1602781520;0;;;;0;0;0;307,12;18,39;2143,99;3541,63;;;0;;0;;;;;;;;2143,99;;0;1397,64;*
1602781540;0;;;;0;0;0;306,57;13,14;2149,22;3541,63;;;0;;0;;;;;;;;2149,22;;0;1392,41;*
1602781560;0;;;;0;0;0;308,37;7,13;2155,25;3541,63;;;0;;0;;;;;;;;2155,25;;0;1386,38;*
1602781580;0;;;;0;0;0;297,26;2,4;2160,02;3541,63;;;0;;0;;;;;;;;2160,02;;0;1381,61;*
1602781600;0;;;;0;0;0;87,86;11,09;2160,16;3541,63;;;0;;0;;;;;;;;2160,16;;0;1381,47;*
1602781620;0;;;;0;0;0;85,98;29,66;2160,17;3541,63;;;0;;0;;;;;;;;2160,17;;0;1381,46;*
1602781640;0;;;;0;0;0;93,75;38,91;2160,18;3541,63;;;0;;0;;;;;;;;2160,18;;0;1381,45;*
1602781660;0;;;;0;0;0;93,74;38,93;2160,12;3541,63;;;0;;0;;;;;;;;2160,12;;0;1381,51;*
1602781680;0;;;;0;0;0;309,15;36,76;2162,51;3541,63;;;0;;0;;;;;;;;2162,51;;0;1379,12;*
1602781700;0;;;;0;0;0;310,25;31,01;2168,28;3541,63;;;0;;0;;;;;;;;2168,28;;0;1373,35;*
1602781720;0;;;;0;0;0;309,47;25,18;2174,11;3541,63;;;0;;0;;;;;;;;2174,11;;0;1367,52;*
1602781740;0;;;;0;0;0;312,41;19,48;2179,82;3541,63;;;0;;0;;;;;;;;2179,82;;0;1361,81;*
1602781760;0;;;;0;0;0;313,49;14,02;2185,3;3541,63;;;0;;0;;;;;;;;2185,3;;0;1356,33;*
1602781780;0;;;;0;0;0;313,84;8,47;2190,76;3541,63;;;0;;0;;;;;;;;2190,76;;0;1350,87;*
1602781800;0;;;;0;0;0;309,8;2,77;2196,45;3541,63;;;0;;0;;;;;;;;2196,45;;0;1345,18;*
1602781820;0;;;;0;0;0;94,02;2,33;2197,24;3541,63;;;0;;0;;;;;;;;2197,24;;0;1344,39;*
1602781840;0;;;;0;0;0;87,09;20,27;2197,19;3541,63;;;0;;0;;;;;;;;2197,19;;0;1344,44;*
