time;WOB;DRG;BRS;DSSA;RPM;TOB;GPM;WOH;HHT;BIT_DEPTH;DEPTH;SLP;ECD;SPP;STS;ROP;AZT;DSSB;APR;PDF;SPD;BEM;AVL;HBD;TMP;depth_touch;bit_to_depth;label
1602797380;0;;75,12;;78,89;7952,53;944,12;387,84;16,95;3518,52;3541,63;14,9;;3582,97;1;0;;;5998,54;;;;;3518,52;;0;23,11;Repassando
1602797400;0;;75,12;;78,98;8054,13;944;386,08;16,71;3518,73;3541,63;14,9;;3591,89;1;0;;;5998,54;;;;;3518,73;;0;22,9;Repassando
1602797420;0;;75,12;;78,85;9514,79;944,05;390,64;16,58;3518,83;3541,63;14,9;;3589,75;1;0;;;5998,54;;;;;3518,83;;0;22,8;Repassando
1602797440;0;;75,12;;79,1;10010,99;944,24;386,22;16,72;3518,74;3541,63;0,07;;3583,39;1;0;;;5998,54;;;;;3518,74;;0;22,89;Repassando
1602797460;0;;75,12;;78,94;9350,95;944,1;385,18;16,82;3518,7;3541,63;0,07;10,13;3591,74;1;0;;;6005,87;;;;;3518,7;;0;22,93;Repassando
1602797480;0;;;;78,99;8707,4;944,35;386,51;16,78;3518,75;3541,63;0,07;10,13;3587,5;1;0;;;6005,87;;;;;3518,75;;0;22,88;Repassando
1602797500;0;;;;79,1;8223,82;944,09;385,49;16,64;3518,84;3541,63;0,07;10,13;3591,44;1;0;;;6005,87;;;;;3518,84;;0;22,79;Repassando
1602797520;8,53;;;;79,23;8719,62;944,14;385,28;16,48;3518,94;3541,63;0,07;10,13;3587,59;1;0;;;6005,87;;;;;3518,94;;0;22,69;Repassando
1602797540;5,7;;;;79,04;8221,22;943,97;388,23;16,27;3519,1;3541,63;0,07;10,13;3600,76;1;0;;;6005,87;;;;;3519,1;;0;22,53;Repassando
1602797560;2,2;;;;79,04;8520,16;944,11;391,03;15,94;3519,52;3541,63;0,07;10,13;3581,04;1;0;;;6005,87;;;;;3519,52;;0;22,11;Repassando
1602797580;6,87;;;;69,02;7744,28;943,95;386,28;15,94;3519,54;3541,63;0,07;10,13;3596,71;1;0;;;6005,87;;;;;3519,54;;0;22,09;Repassando
1602797600;5,91;;;;69,06;7954,91;944,18;387,36;15,76;3519,7;3541,63;0,15;10,13;3585,92;1;0;;;6005,87;;;;;3519,7;;0;21,93;Repassando
1602797620;8,41;;86,25;;68,88;8404,51;943,99;384,96;15,29;3520,18;3541,63;0,15;10,13;3600,41;1;0;;;6005,87;;;;;3520,18;;0;21,45;Repassando
1602797640;5,56;;86,25;;68,68;9712,87;944,08;387,99;14,38;3521,12;3541,63;0,15;10,13;3591,67;1;0;;;6005,87;;;;;3521,12;;0;20,51;Repassando
1602797660;6,48;;86,25;;68,96;10305,09;944,07;386,6;13,69;3521,84;3541,63;0,15;10,13;3601,56;1;0;;;6005,87;;;;;3521,84;;0;19,79;Repassando
1602797680;6,68;;86,25;;68,87;10030,31;943,99;387,32;12,81;3522,69;3541,63;0,15;10,13;3597,46;;0;;;6005,87;;;;;3522,69;;0;18,94;Repassando
1602797700;1,75;;86,25;;69,08;9182,21;944,02;391,45;11,86;3523,61;3541,63;0,15;10,13;3605,51;;0;;;6005,87;;;;;3523,61;;0;18,02;Repassando
1602797720;2,87;;86,25;;68,93;8671,23;944,08;390,44;11,09;3524,34;3541,63;0,15;10,13;3595,25;;0;;;6005,87;;;;;3524,34;;0;17,29;Repassando
1602797740;1,83;;86,25;;69,07;8363,74;944,11;391,28;10,34;3525,08;3541,63;0,07;10,13;3603,53;;0;;;6005,87;;;;;3525,08;;0;16,55;Repassando
1602797760;5,75;;86,25;;68,94;8328,32;943,95;387,99;9,66;3525,82;3541,63;0,07;10,13;3607,47;;0;;;6005,87;;;;;3525,82;;0;15,81;Repassando
1602797780;2,62;;86,25;;68,93;8776,93;943,72;390,47;8,76;3526,65;3541,63;0,07;10,12;3616,81;;0;;;6005,87;;;;;3526,65;;0;14,98;Repassando
1602797800;3,17;;86,25;;69,14;8099,88;944,08;390,87;7,91;3527,52;3541,63;0,07;10,12;3609,36;;0;;;6005,87;;;;;3527,52;;0;14,11;Repassando
1602797820;7,02;;86,25;;68,85;9511,63;943,9;386,19;7,23;3528,3;3541,63;0,07;10,12;3609,47;;0;;;6005,87;;;;;3528,3;;0;13,33;Repassando
1602797840;8,15;;72,89;;69,05;10039,06;944;386,3;6,21;3529,29;3541,63;0,07;10,12;3609,98;;0;;;6005,87;;;;;3529,29;;0;12,34;Repassando
1602797860;1,08;;72,89;;69,03;8433,81;944,04;392,62;4,69;3530,68;3541,63;0,07;10,12;3601,8;;0;;;6005,87;;;;;3530,68;;0;10,95;Repassando
1602797880;2,48;;72,89;;69,28;10134,46;943,95;390,85;3,82;3531,59;3541,63;0,07;10,12;3601,6;;0;;;6005,87;;;;;3531,59;;0;10,04;Repassando
1602797900;7,46;;72,89;;68,26;12272,93;929,56;385,65;3,45;3532;3541,63;0,07;10,12;3536,39;;0;;;6005,87;;;;;3532;;0;9,63;Repassando
1602797920;6,15;;72,89;;69,06;10274,25;929,9;387,57;3,05;3532,42;3541,63;0,07;10,12;3526,97;;0;;;6005,87;;;;;3532,42;;0;9,21;Repassando
1602797940;5,71;;72,89;;68,94;9141,92;929,81;387,69;2,57;3532,91;3541,63;0,07;10,12;3520,82;;0;;;6005,87;;;;;3532,91;61,11;0;8,72;Repassando
1602797960;3,31;;72,89;;69,19;8082,72;929,76;390;2,39;3533,09;3541,63;0,07;10,11;3514,35;;0;;;6013,19;;;;;3533,09;;0;8,54;Repassando
1602797980;6,21;;72,89;;69,22;8839,43;929,59;386,95;2,05;3533,46;3541,63;0,07;10,11;3529,14;;0;;;6013,19;;;;;3533,46;;0;8,17;Repassando
1602798000;3,37;;72,89;;68,88;8215,54;929,92;393,57;2,01;3533,48;3541,63;0,07;10,11;3508,66;;0;;;6013,19;;;;;3533,48;;0;8,15;Repassando
1602798020;0;;72,89;;68,97;8715,32;929,9;394,39;1,97;3533,45;3541,63;0,24;10,11;3497,59;;0;;;6013,19;;;;;3533,45;;0;8,18;Repassando
1602798040;5,79;;72,89;;69,37;8496,64;929,62;387,31;1,85;3533,58;3541,63;0,24;10,11;3519,14;5;0;;;6013,19;;;;;3533,58;;0;8,05;Repassando
1602798060;9,86;;72,89;;68,85;8565,02;929,85;383,34;1,93;3533,48;3541,63;0,24;10,1;3520,77;5;0;;;6013,19;;;;;3533,48;;0;8,15;Repassando
1602798080;16,66;;72,89;;68,73;8888,55;929,52;376,49;3,23;3532,26;3541,63;0,24;10,1;3528,06;5;0;;;6013,19;;;;;3532,26;;0;9,37;Repassando
1602798100;0;;72,89;;68,98;10575,9;929,6;378,34;3,94;3531,57;3541,63;0,13;10,1;3525,12;5;0;;;6013,19;;;;;3531,57;;0;10,06;Repassando
1602798120;0;;72,89;;0;3637,46;853,01;380,97;3,94;3531,52;3541,63;0,13;10,1;3399,11;5;0;;;6013,19;;;;;3531,52;;0;10,11;*
1602798140;0;;72,89;;0;199,78;347,35;392,2;3,99;3531,45;3541,63;0,13;;1094,78;5;0;;;6013,19;;;;;3531,45;;0;10,18;*
1602798160;0;;72,89;;0;0;0;385,37;3,99;3531,48;3541,63;0,15;10,13;0;5;0;;;6035,15;;;;;3531,48;;0;10,15;*
1602798180;0;;72,89;;0;0;0;393,51;4,02;3531,44;3541,63;0,15;10,13;0;5;0;;;6035,15;;;;;3531,44;;0;10,19;*
1602798200;0;;72,89;;0;0;0;115,83;3,72;3531,71;3541,63;0,15;;0;5;0;;;6035,15;;;;;3531,71;;0;9,92;*
1602798220;0;;72,89;;0;0;0;114,25;3,72;3531,8;3541,63;0,15;;0;5;0;;;6035,15;;;;;3531,8;;0;9,83;*
1602798240;0;;72,89;;0;0;0;99,91;3,76;3531,77;3541,63;0,35;;0;5;0;;;6035,15;;;;;3531,77;;0;9,86;*
1602798260;0;;;;0;326,68;0;77,25;5,43;3531,78;3541,63;0,35;;0;5;0;;;6035,15;;;;;3531,78;;0;9,85;*
1602798280;0;;;;0;0;0;85,58;16,07;3531,78;3541,63;0,35;;0;5;0;;;6035,15;;;;;3531,78;;0;9,85;*
1602798300;0;;;;0;0;0;85,37;27,12;3531,74;3541,63;0,35;;0;5;0;;;6035,15;;;;;3531,74;;0;9,89;*
1602798320;0;;;;0;0;0;81,88;38,6;3531,77;3541,63;0,35;;1,62;5;0;;;6035,15;;;;;3531,77;;0;9,86;*
1602798340;0;;;;15,68;1117,08;0;94,04;40,97;3531,77;3541,63;0,35;;10,02;5;0;;;6035,15;;;;;3531,77;;0;9,86;*
1602798360;0;;;;14,73;837,85;0;94,1;40,73;3531,73;3541,63;0,35;;8,7;5;0;;;6035,15;;;;;3531,73;;0;9,9;*
1602798380;0;;;;14,69;989,1;0;93,43;40,66;3531,82;3541,63;0,35;;11,48;5;0;;;6035,15;;;;;3531,82;;0;9,81;*
1602798400;0;;;;0;5256,27;0;95,24;40,63;3531,77;3541,63;0,35;;13,39;5;0;;;6035,15;;;;;3531,77;;0;9,86;*
1602798420;0;;;;0;1231,72;0;139,3;40,65;3531,8;3541,63;0,35;;9,7;5;0;;;6035,15;;;;;3531,8;;0;9,83;*
1602798440;0;;;;0,82;4260,85;0;104,48;40,64;3531,75;3541,63;0,35;;11,11;5;0;;;6035,15;;;;;3531,75;;0;9,88;*
1602798460;0;;;;0;33161,66;0;102;40,63;3531,77;3541,63;0,35;;11,05;;0;;;6035,15;;;;;3531,77;;0;9,86;*
1602798480;0;;;;0,05;58470,53;0;101,47;40,62;3531,73;3541,63;0,35;;14,17;;0;;;6035,15;;;;;3531,73;;0;9,9;*
1602798500;0;;;;0;12494,46;0;102,88;40,63;3531,71;3541,63;0,35;;16,88;;0;;;6035,15;;;;;3531,71;;0;9,92;*
1602798520;0;;;;0;914,52;0;380,83;41,09;3531,32;3541,63;0,35;;26,23;;0;;;6035,15;;;;;3531,32;;0;10,31;*
1602798540;0;;;;0;0;116,02;382,45;41,08;3531,33;3541,63;0,35;;39,69;;0;;;6035,15;;;;;3531,33;;0;10,3;*
1602798560;0;;;;0;0;751,83;377,12;41,08;3531,31;3541,63;0,35;;1322,04;;0;;;6035,15;;;;;3531,31;;0;10,32;*
1602798580;0;;;;0;0;946,92;385,69;40,95;3531,43;3541,63;0,35;;3184,86;;0;;;6035,15;;;;;3531,43;;0;10,2;*
1602798600;0;;;;0;0;944,69;382,26;41,18;3531,22;3541,63;0,35;;3523,74;;0;;;;;;;;3531,22;;0;10,41;*
1602798620;0;;;;68,19;7943,96;944,35;383,18;41,21;3531,21;3541,63;0,35;;3578,63;;0;;;;;;;;3531,21;;0;10,42;Repassando
1602798640;0;;;;68,5;8209,79;944,35;388,49;40,96;3531,43;3541,63;0,35;;3585,86;;0;;;;;;;;3531,43;;0;10,2;Repassando
1602798660;0;;;;68,41;9408,49;944,42;383,4;40,66;3531,74;3541,63;;;3587,96;;0;;;;;;;;3531,74;;0;9,89;Repassando
1602798680;0;;;;68,36;9481,26;943,77;384,08;40,3;3532,17;3541,63;;;3645,01;;0;;;;;;;;3532,17;;0;9,46;Repassando
1602798700;0;;;;68,6;8667,64;943,99;384,24;40,17;3532,27;3541,63;;;3628,24;;0;;;;;;;;3532,27;;0;9,36;Repassando
1602798720;0;;;;68,46;8118,47;943,79;387,83;39,95;3532,44;3541,63;;;3641,34;;0;;;;;;;;3532,44;;0;9,19;Repassando
1602798740;0,71;;;;68,39;9224,23;944;382,13;39,72;3532,7;3541,63;;;3631,47;;0;;;;;;;;3532,7;;0;8,93;Repassando
1602798760;0;;;;68,62;8226,76;929,51;383,08;39,3;3533,12;3541,63;;;3559,32;;0;;;;;;;;3533,12;;0;8,51;Repassando
1602798780;0;;;;68,55;7396,88;929,78;383,31;39,25;3533,17;3541,63;;;3537,95;;0;;;;;;;;3533,17;;0;8,46;Repassando
1602798800;0,1;;;;68,43;7521,83;929,89;383,69;39,14;3533,32;3541,63;;;3543,62;;0;;;;;;;;3533,32;;0;8,31;Repassando
1602798820;0,37;;;;68,56;7564,66;929,9;382,04;39,07;3533,35;3541,63;;10,12;3525,54;;0;;;6027,83;;;;;3533,35;;0;8,28;Repassando
1602798840;0,96;;;;68,52;7778,16;929,67;382,1;39,05;3533,35;3541,63;;10,12;3546,76;;0;;;6027,83;;;;;3533,35;;0;8,28;Repassando
1602798860;0;;;;68,5;7666,13;929,61;386,4;38,73;3533,63;3541,63;;10,12;3544,12;;0;;;6027,83;;;;;3533,63;;0;8;Repassando
1602798880;0;;;;68,43;7769,28;929,57;387,11;38,74;3533,65;3541,63;;10,12;3551,78;;0;;;6027,83;;;;;3533,65;;0;7,98;Repassando
1602798900;0,02;;;;68,48;7677,16;929,72;382,85;38,89;3533,54;3541,63;0,07;10,12;3537,71;;0;;;6027,83;;;;;3533,54;;0;8,09;Repassando
1602798920;1,43;;;;68,48;7730,15;929,48;380,79;39,03;3533,44;3541,63;0,07;10,12;3558,04;1;0;;;6027,83;;;;;3533,44;;0;8,19;Repassando
1602798940;0;;;;68,5;8378,37;944,19;384,32;38,7;3533,73;3541,63;0,07;10,12;3583,35;1;0;;;6027,83;;;;;3533,73;;0;7,9;Repassando
1602798960;0;;;;68,42;9743,81;944,06;386,14;38,25;3534,09;3541,63;0,07;10,12;3634,94;1;0;;;6027,83;;;;;3534,09;;0;7,54;Repassando
1602798980;0;;72,89;;68,62;9272,38;943,96;387,36;37,98;3534,39;3541,63;0,11;10,12;3624,74;1;0;;;6027,83;;;;;3534,39;;0;7,24;Repassando
1602799000;0;;72,89;;68,55;7633,89;943,76;386,27;37,75;3534,62;3541,63;0,11;10,12;3633,91;1;0;;;6027,83;;;;;3534,62;;0;7,01;Repassando
1602799020;0;;72,89;;68,4;8700,16;944,03;383,18;37,71;3534,67;3541,63;0,11;10,12;3625,09;1;0;;;6027,83;;;;;3534,67;;0;6,96;Repassando
1602799040;0;;72,89;;68,53;8352,79;943,6;383,4;37,33;3535,11;3541,63;0,11;10,12;3654,48;1;0;;;6027,83;;;;;3535,11;;0;6,52;Repassando
1602799060;0;;72,89;;68,51;8143,65;943,7;382,38;37,12;3535,29;3541,63;0,11;10,12;3644,97;1;0;;;6027,83;;;;;3535,29;;0;6,34;Repassando
1602799080;0;;72,89;;68,67;8445,14;943,66;384,9;36,58;3535,77;3541,63;0,11;10,12;3631,75;1;0;;;6027,83;;;;;3535,77;;0;5,86;Repassando
1602799100;0;;72,89;;68,64;9393,34;944,03;385,02;36,07;3536,21;3541,63;0,11;10,12;3639,47;1;0;;;6027,83;;;;;3536,21;;0;5,42;Repassando
1602799120;0;;72,89;;68,31;9616,52;943,76;385,56;36,21;3536,15;3541,63;0,07;10,12;3632,57;1;0;;;6027,83;;;;;3536,15;;0;5,48;Repassando
1602799140;0;;72,89;;68,51;8100,45;943,77;383,46;36,24;3536,18;3541,63;0,07;10,12;3658,54;2;0;;;6027,83;;;;;3536,18;;0;5,45;Repassando
1602799160;0,06;;72,89;;68,54;8012,25;943,78;382,87;36,25;3536,21;3541,63;0,07;10,13;3661,34;2;0;;;6035,15;;;;;3536,21;;0;5,42;Repassando
1602799180;0;;72,89;;68,45;8580,78;947,92;384,16;35,95;3536,43;3541,63;0,07;10,13;2997,37;2;0;;;6035,15;;;;;3536,43;;0;5,2;Repassando
1602799200;0;;72,89;;68,51;7595,92;946,26;384,73;35,83;3536,52;3541,63;0,07;10,13;3275,45;2;0;;;6035,15;;;;;3536,52;;0;5,11;Repassando
1602799220;0;;72,89;;68,47;7616,83;945,44;386,44;35,52;3536,78;3541,63;0,07;10,13;3352,09;2;0;;;6035,15;;;;;3536,78;;0;4,85;Repassando
1602799240;0;;72,89;;68,53;8227,41;945,84;389,04;35,43;3536,92;3541,63;0,07;10,13;3324,3;2;0;;;6035,15;;;;;3536,92;;0;4,71;Repassando
1602799260;0;;72,89;;68,43;7449,89;945,39;385,81;35,71;3536,73;3541,63;0,07;10,13;3348,98;2;0;;;6035,15;;;;;3536,73;;0;4,9;Repassando
1602799280;0;;72,89;;68,15;7760,67;951,19;383,2;35,62;3536,83;3541,63;0,07;10,13;2715,66;2;0;;;6035,15;;;;;3536,83;;0;4,8;Repassando
1602799300;0;;72,89;;68,62;8065,39;948,87;386,72;35,18;3537,17;3541,63;0,07;10,13;2855,7;2;0;;;6035,15;;;;;3537,17;74,44;0;4,46;Repassando
1602799320;0;;72,89;;68,62;8089,16;946,33;383,31;35,24;3537,17;3541,63;149,33;10,14;3077,97;2;0;;;6042,48;;;;;3537,17;;0;4,46;Repassando
1602799340;0;;72,89;;68,47;7783,36;945,12;386,4;34,97;3537,39;3541,63;149,33;10,14;3426,59;2;0;;;6042,48;;;;;3537,39;;0;4,24;Repassando
1602799360;0;;72,89;;68,45;7931,87;952,57;385,29;34,88;3537,46;3541,63;149,33;10,14;2606,92;2;0;;;6042,48;;;;;3537,46;;0;4,17;Repassando
1602799380;0;;72,89;;68,51;7927,69;945,5;383,97;35,14;3537,27;3541,63;149,33;10,14;3380,09;2;0;;;6042,48;;;;;3537,27;;0;4,36;Repassando
1602799400;0;;;;68,41;8618,78;944,34;383,95;34,99;3537,38;3541,63;0,15;10,14;3590,09;2;0;;;6042,48;;;;;3537,38;;0;4,25;Repassando
1602799420;0;;;;68,6;8853,65;944,03;385,43;34,71;3537,63;3541,63;0,15;10,14;3639,5;2;0;;;6042,48;;;;;3537,63;;0;4;Repassando
1602799440;0,08;;;;68,55;8619,61;943,64;381,9;34,81;3537,62;3541,63;0,15;10,12;3662,91;2;0;;;6035,15;;;;;3537,62;;0;4,01;Repassando
1602799460;0,53;;;;68,54;9073,17;943,85;382,78;34,5;3537,87;3541,63;0,15;10,12;3643,87;2;0;;;6035,15;;;;;3537,87;;0;3,76;Perfurando
1602799480;0;;;;68,67;9277,26;943,82;386,52;33,86;3538,47;3541,63;162,16;10,12;3620,33;2;0;;;6035,15;;;;;3538,47;;0;3,16;Perfurando
1602799500;0;;;;68,45;8020,91;943,7;384,49;33,89;3538,5;3541,63;162,16;10,12;3669,96;2;0;;;6035,15;;;;;3538,5;;0;3,13;Perfurando
1602799520;0,05;;;;68,63;8476,69;943,69;383,62;33,81;3538,67;3541,63;162,16;10,12;3648,1;2;0;;;6035,15;;;;;3538,67;;0;2,96;Perfurando
1602799540;0;;;;68,47;8029,63;943,9;382,52;33,48;3538,96;3541,63;162,16;10,12;3648,04;2;0;;;6035,15;;;;;3538,96;;0;2,67;Perfurando
1602799560;2,58;;;;68,41;8180,76;943,84;379,31;33,3;3539,12;3541,63;162,16;10,12;3641,38;;0;;;6035,15;;;;;3539,12;;0;2,51;Perfurando
1602799580;0;;;;68,5;8100,99;943,86;382,97;32,95;3539,39;3541,63;162,16;10,12;3639,16;;0;;;6035,15;;;;;3539,39;;0;2,24;Perfurando
1602799600;0,42;;;;68,28;8034,19;944,03;381,62;32,97;3539,4;3541,63;162,16;10,12;3633,48;;0;;;6035,15;;;;;3539,4;;0;2,23;Perfurando
1602799620;0,07;;;;68,48;8920,08;943,89;382,13;32,8;3539,66;3541,63;162,16;;3636,52;;0;;;6035,15;;;;;3539,66;;0;1,97;Perfurando
1602799640;0,01;;;;68,52;7833,61;943,94;382,06;32,6;3539,83;3541,63;162,16;;3640,92;;0;;;6035,15;;;;;3539,83;;0;1,8;Perfurando
1602799660;0;;;;67,64;11543,14;943,83;386,39;32,09;3541,63;3541,63;0,24;;3629,83;;0;;;6035,15;;;;;3541,63;;1;0;Perfurando
1602799680;0,9;;;;68,3;11881,48;944,05;381,01;32,46;3539,97;3541,63;0,24;;3628,38;;0;;;6035,15;;;;;3539,97;;0;1,66;Perfurando
1602799700;1,08;;;;68,69;12294,11;943,9;380,85;32,26;3540,11;3541,63;0,24;;3616,95;;0;;;6035,15;;;;;3540,11;;0;1,52;Perfurando
1602799720;5,82;;81,8;;68,52;8615,13;944,07;376,77;32,62;3539,77;3541,63;0,24;10,13;3622,69;;0;;;6042,48;;;;;3539,77;;0;1,86;Perfurando
1602799740;0;;81,8;;68,16;10171,95;943,98;380,07;34,23;3538,14;3541,63;0,24;10,13;3642,79;;0;;;6042,48;;;;;3538,14;;0;3,49;Perfurando
1602799760;0;;81,8;;68,51;10448,01;943,91;380,35;36,45;3535,9;3541,63;0,09;10,13;3623,4;;0;;;6042,48;;;;;3535,9;;0;5,73;Repassando
1602799780;0;;81,8;;0;4796,68;765,29;383,18;36,99;3535,37;3541,63;0,09;10,13;3250,56;;0;;;6042,48;;;;;3535,37;;0;6,26;*
1602799800;0;;81,8;;0;2111,96;275,29;380,5;37,06;3535,38;3541,63;0,09;;464,66;;0;;;6042,48;;;;;3535,38;;0;6,25;*
1602799820;0;;81,8;;0;2009,26;0;381,95;36,95;3535,46;3541,63;0,09;;4,42;1;0;;;6042,48;;;;;3535,46;;0;6,17;*
1602799840;0;;63,98;;0;1914,66;0;380,49;37;3535,42;3541,63;0,09;;6,57;1;0;;;6042,48;;;;;3535,42;;0;6,21;*
1602799860;0;;63,98;;0;1855,29;0;380,69;36,96;3535,44;3541,63;0,09;;11,64;1;0;;;6042,48;;;;;3535,44;;0;6,19;*
1602799880;0;;63,98;;0;1822,07;4,72;381;36,99;3535,4;3541,63;0,09;;12,4;1;0;;;6042,48;;;;;3535,4;57,78;0;6,23;*
1602799900;0;;63,98;;0;1490,2;49,19;383,08;36,91;3535,48;3541,63;0,09;;48,6;1;0;;;6042,48;;;;;3535,48;57,78;0;6,15;*
1602799920;0;;63,98;;0;1047,35;49,18;382,58;36,93;3535,47;3541,63;0,09;10,11;47,79;1;0;;;6027,83;;;;;3535,47;;0;6,16;*
1602799940;0;;63,98;;0;915,75;49,18;379,44;37,04;3535,36;3541,63;0,09;10,11;50,8;1;0;;;6027,83;;;;;3535,36;;0;6,27;*
1602799960;0;;63,98;;0;772,15;98,82;381,31;36,96;3535,44;3541,63;0,09;;105,27;1;0;;;6027,83;;;;;3535,44;;0;6,19;*
1602799980;0;;63,98;;0;709,54;98,86;382,3;36,84;3535,53;3541,63;0,09;;91,72;1;0;;;6027,83;;;;;3535,53;;0;6,1;*
1602800000;0;;63,98;;0;651,52;148,42;382,79;36,86;3535,52;3541,63;0,09;;126,09;1;0;;;6027,83;;;;;3535,52;;0;6,11;*
1602800020;0;;63,98;;0,01;642,66;98,13;381,25;36,93;3535,47;3541,63;0,09;;71,96;1;0;;;6027,83;;;;;3535,47;;0;6,16;*
1602800040;0;;63,98;;0;604,64;1,24;381,28;36,89;3535,47;3541,63;0,09;;10,73;1;0;;;6027,83;;;;;3535,47;;0;6,16;*
1602800060;0;;63,98;;0;247,43;49,31;380,6;36,93;3535,46;3541,63;0,09;;34,11;1;0;;;6027,83;;;;;3535,46;;0;6,17;*
1602800080;0;;63,98;;0;430,94;49,24;382,53;36,82;3535,53;3541,63;0,09;;51,51;1;0;;;6027,83;;;;;3535,53;;0;6,1;*
1602800100;0;;63,98;;0;413,33;99,03;382,68;36,82;3535,54;3541,63;0,09;;93,39;1;0;;;6027,83;;;;;3535,54;;0;6,09;*
1602800120;0;;63,98;;0;23,33;101,93;380,07;36,97;3535,43;3541,63;0,09;;88,72;1;0;;;6027,83;;;;;3535,43;;0;6,2;*
1602800140;0;;63,98;;0;0;148,69;378,63;37,04;3535,36;3541,63;0,09;;121,47;1;0;;;6027,83;;;;;3535,36;;0;6,27;*
1602800160;0;;63,98;;0;9,11;148,72;382,48;36,71;3535,6;3541,63;0,09;;120,52;1;0;;;6027,83;;;;;3535,6;;0;6,03;*
1602800180;0;;63,98;;0;348,36;71,01;383,94;36,66;3535,64;3541,63;0,09;;13,61;1;0;;;6027,83;;;;;3535,64;;0;5,99;*
1602800200;0;;63,98;;0;134,89;0;382,61;36,76;3535,59;3541,63;0,09;;12,01;1;0;;;6027,83;;;;;3535,59;;0;6,04;*
1602800220;0;;63,98;;0;81,13;0;381,45;36,9;3535,47;3541,63;;;6,59;1;0;;;6027,83;;;;;3535,47;;0;6,16;*
1602800240;0;;63,98;;0;2,1;0;382,48;36,88;3535,48;3541,63;;;0,96;;0;;;6027,83;;;;;3535,48;;0;6,15;*
1602800260;0;;;;0;0;0;382,18;36,8;3535,55;3541,63;;;0,85;;0;;;6027,83;;;;;3535,55;;0;6,08;*
1602800280;0;;;;0;0;0;383,04;36,75;3535,63;3541,63;;;0;;0;;;6027,83;;;;;3535,63;;0;6;*
1602800300;0;;;;0;72,24;0;378,81;37,25;3535,24;3541,63;;;0;;0;;;6027,83;;;;;3535,24;;0;6,39;*
1602800320;0;;;;0,01;0;49,36;379,56;37,04;3535,36;3541,63;;;0;;0;;;6027,83;;;;;3535,36;;0;6,27;*
1602800340;0;;;;0;0;49,37;381,68;36,79;3535,56;3541,63;;;0;;0;;;;;;;;3535,56;;0;6,07;*
1602800360;0;;;;0;0;49,38;383,65;36,68;3535,67;3541,63;;;0;;0;;;;;;;;3535,67;;0;5,96;*
1602800380;0;;;;0;0;51,06;379,89;37,06;3535,37;3541,63;;;0;;0;;;;;;;;3535,37;;0;6,26;*
1602800400;0;;;;0;0;99,13;381,22;36,93;3535,44;3541,63;;;0;;0;;;;;;;;3535,44;;0;6,19;*
1602800420;0;;;;0;0;117,88;381,92;37,05;3535,39;3541,63;;;0;;0;;;;;;;;3535,39;;0;6,24;*
1602800440;0;;;;0;0;148,73;381,15;37,06;3535,36;3541,63;;;0;;0;;;;;;;;3535,36;;0;6,27;*
1602800460;0;;;;0;0;81,07;379,1;37,13;3535,29;3541,63;;;0;;0;;;;;;;;3535,29;;0;6,34;*
1602800480;0;;;;0;0;0,99;383,03;36,83;3535,52;3541,63;;;0;;0;;;;;;;;3535,52;;0;6,11;*
1602800500;0;;;;0;0;49,44;380,84;36,97;3535,43;3541,63;;;0;;0;;;;;;;;3535,43;;0;6,2;*
1602800520;0;;;;0;0;99,29;379,88;37,02;3535,4;3541,63;;;0;;0;;;;;;;;3535,4;;0;6,23;*
1602800540;0;;;;0;0;149,22;379,67;37,01;3535,42;3541,63;;;0,44;;0;;;;;;;;3535,42;;0;6,21;*
1602800560;0;;;;0;0;149,01;382,44;36,79;3535,55;3541,63;;;0;;0;;;;;;;;3535,55;;0;6,08;*
1602800580;0;;;;0;0;87,21;383,62;36,66;3535,62;3541,63;;;0;;0;;;;;;;;3535,62;;0;6,01;*
1602800600;0;;;;0;78,38;0;382,31;36,82;3535,53;3541,63;;;0;;0;;;;;;;;3535,53;;0;6,1;*
1602800620;0;;;;0;0;48,09;381,99;36,84;3535,49;3541,63;;;0;;0;;;;;;;;3535,49;;0;6,14;*
1602800640;0;;;;0;248,6;49,38;381,19;36,89;3535,47;3541,63;;;0;;0;;;;;;;;3535,47;;0;6,16;*
1602800660;0;;;;0;88,78;99,2;381,4;37;3535,43;3541,63;;;0;;0;;;;;;;;3535,43;;0;6,2;*
1602800680;0;;;;0;0;99,16;378,19;37,17;3535,28;3541,63;;;0;;0;;;;;;;;3535,28;;0;6,35;*
1602800700;0;;;;0;0;148,77;379,63;37,09;3535,34;3541,63;;;0;;0;;;;;;;;3535,34;;0;6,29;*
1602800720;0;;;;0;0;148,79;377,69;37,11;3535,3;3541,63;;;0;;0;;;;;;;;3535,3;;0;6,33;*
1602800740;0;;;;0;0;148,79;380,89;36,97;3535,42;3541,63;;;0;;0;;;;;;;;3535,42;;0;6,21;*
1602800760;0;;;;0;0;89,24;379,57;36,98;3535,41;3541,63;;;0;;0;;;;;;;;3535,41;;0;6,22;*
1602800780;0;;;;0;0;42,79;380,32;36,9;3535,45;3541,63;;;0;;0;;;;;;;;3535,45;;0;6,18;*
1602800800;0;;;;0;0;49,46;380,83;36,92;3535,45;3541,63;;;0;;0;;;;;;;;3535,45;;0;6,18;*
